drag,sent_time_ns,recv_time_ns,latency,currentTimestep,currentTime,totalTimestepsRun,versions,currentThrust,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
22129065.237845734,142330593709000,142330609619600,15910600,42,42,42,1,123191000.0,30628.52738619129,5343405.704908944,890567.6174848248,6664973.322393774,35678546.46947134,5.35314167719086,5.35314167719086,245.77105160365818,245.77105160365818,5517.145380870201,71.03802512401771
22513541.177216664,142330733678000,142330766355100,32677100,43,43,43,1,123191000.0,30628.52738619129,5317152.681435065,886192.1135725118,6634344.795007583,35594536.38375895,5.365192416671534,5.365192416671534,251.1362440203297,251.1362440203297,5768.28162489053,71.106220110431
22867753.857981943,142330893613900,142330909435000,15821100,44,44,44,1,123191000.0,30628.52738619129,5290899.657961187,881816.6096601988,6603716.267621391,35540789.5566522,5.381937702398248,5.381937702398248,256.51818172272795,256.51818172272795,6024.799806613258,71.14984896895699
23191350.74578056,142331005407600,142331037381100,31973500,45,45,45,1,123191000.0,30628.52738619129,5264646.634487309,877441.1057478858,6573087.7402352,35517658.52251212,5.403496792702362,5.403496792702362,261.9216785154303,261.9216785154303,6286.721485128688,71.16862553067016
23484050.094887048,142331133294500,142331165274100,31979600,46,46,46,1,123191000.0,30628.52738619129,5238393.61101343,873065.6018355727,6542459.212849009,35525425.027064174,5.429980359265261,5.429980359265261,267.35165887469554,267.35165887469554,6554.073144003383,71.16232108915085
23745632.61969813,142331317143500,142331349304700,32161200,47,47,47,1,123191000.0,30628.52738619129,5212140.587539552,868690.0979232597,6511830.685462818,35564308.35591163,5.461491564162798,5.461491564162798,272.8131504388583,272.8131504388583,6826.886294442242,71.13075763983437
23975933.661623504,142331456558400,142331485634400,29076000,48,48,48,1,123191000.0,30628.52738619129,5185887.564065673,864314.5940109467,6481202.158076626,35634473.167644784,5.498127091011729,5.498127091011729,278.31127752987004,278.31127752987004,7105.197571972112,71.07380152150337
24174835.91409599,142331638719400,142331654704600,15985200,49,49,49,1,123191000.0,30628.52738619129,5159634.540591795,859939.0900986337,6450573.630690435,35736036.76883084,5.53997811897015,5.53997811897015,283.8512556488402,283.8512556488402,7389.048827620953,70.99135751083209
24342262.755637884,142331766407200,142331782359500,15952300,50,50,50,1,123191000.0,30628.52738619129,5133381.517117917,855563.5861863206,6419945.103304244,35869075.780947484,5.587131229905103,5.587131229905103,289.4383868787453,289.4383868787453,7678.487214499698,70.88336341051905
24478172.22991886,142331902506500,142331927548700,25042200,51,51,51,1,123191000.0,30628.52738619129,5107128.493644038,851188.0822740076,6389316.575918052,36033632.16032504,5.639669240390946,5.639669240390946,295.07805611913625,295.07805611913625,7973.565270618834,70.74978516261329
24582551.70249095,142332055518200,142332087368100,31849900,52,52,52,1,123191000.0,30628.52738619129,5080875.47017016,846812.5783616946,6358688.048531861,36229718.54141149,5.69767195133538,5.69767195133538,300.77572807047164,300.77572807047164,8274.340998689306,70.59061251113191
24655413.21632039,142332211340600,142332243197000,31856400,53,53,53,1,123191000.0,30628.52738619129,5054622.446696281,842437.0744493816,6328059.52114567,36457322.88124059,5.761216808946851,5.761216808946851,306.5369448794185,306.5369448794185,8580.877943568725,70.40585523192392
24696789.56225315,142332383256900,142332399872700,16615800,54,54,54,1,123191000.0,30628.52738619129,5028369.423222403,838061.5705370685,6297430.993759478,36716412.38896637,5.830379471462407,5.830379471462407,312.3673243508809,312.3673243508809,8893.245267919605,70.19553994288027
24706731.076022044,142332535108100,142332594971800,59863700,55,55,55,1,123191000.0,30628.52738619129,5002116.399748525,833686.0666247555,6266802.466373287,37006936.728856005,5.905234276559637,5.905234276559637,318.2725586274405,318.2725586274405,9211.517826547046,69.95970750391182
24685303.170183133,142332659158900,142332690818700,31659800,56,56,56,1,123191000.0,30628.52738619129,4975863.376274646,829310.5627124425,6236173.938987096,37328830.488353446,5.985854604693169,5.985854604693169,324.25841323213365,324.25841323213365,9535.77623977918,69.69841101350468
24632584.607294645,142332802875800,142332834701500,31825700,57,57,57,1,123191000.0,30628.52738619129,4949610.352800768,824935.0588001295,6205545.411600905,37682014.90490048,6.072313133742628,6.072313133742628,330.3307263658763,330.3307263658763,9866.106966145057,69.4117144069774
24548666.519554257,142332946749800,142332994680000,47930200,58,58,58,1,123191000.0,30628.52738619129,4923357.3293268895,820559.5548878164,6174916.884214713,38066398.8462994,6.164681980353562,6.164681980353562,336.49540834622985,336.49540834622985,10202.602374491285,69.09969166067374
24433652.179808944,142333106824600,142333154610900,47786300,59,59,59,1,123191000.0,30628.52738619129,4897104.305853011,816184.0509755034,6144288.356828522,38481879.03970325,6.2630327232178145,6.2630327232178145,342.75844106944766,342.75844106944766,10545.360815560733,68.7624266060806
24287657.52915899,142333241555700,142333273479000,31923300,60,60,60,1,123191000.0,30628.52738619129,4870851.282379133,811808.5470631904,6113659.829442331,38928339.54401174,6.367436303298979,6.367436303298979,349.12587737274663,349.12587737274663,10894.486692933478,68.40001335810916
24110812.467101373,142333394785600,142333426574800,31789200,61,61,61,1,123191000.0,30628.52738619129,4844598.258905254,807433.0431508773,6083031.302056139,39405650.4597279,6.477962795688443,6.477962795688443,355.60384016843506,355.60384016843506,11250.090533101913,68.01255736236584
23753242.090021033,142333518923100,142333531847200,12924100,62,62,62,1,123191000.0,30628.52738619129,4818345.235431376,803057.5392385643,6052402.774669948,40063686.69046678,6.619468033115417,6.619468033115417,362.2233082015505,362.2233082015505,11612.313841303463,67.47839802382741
22803150.338687778,142333737014800,142333751771300,14756500,64,64,64,1,123191000.0,30628.52738619129,4792092.2119574975,798682.0353262513,6021774.247283757,40834076.234049864,6.7810705877040975,6.7810705877040975,369.0043787892546,369.0043787892546,11981.318220092719,66.85303615195116
22313055.997907106,142333921496700,142333967446300,45949600,65,65,65,1,123191000.0,30628.52738619129,4765839.188483619,794306.5314139383,5991145.719897565,41614710.149117105,6.946035381998457,6.946035381998457,375.95041417125304,375.95041417125304,12357.268634263972,66.21935843599199
21813400.743194807,142334072723900,142334074294900,1571000,66,66,66,1,123191000.0,30628.52738619129,4739586.165009741,789931.0275016252,5960517.192511374,42405270.343556315,7.11436088076939,7.11436088076939,383.0647750520224,383.0647750520224,12740.333409315994,65.57762308646222
21304598.133286923,142334213732100,142334244432500,30700400,67,67,67,1,123191000.0,30628.52738619129,4713333.141535862,785555.5235893122,5929888.665125183,43205391.45192714,7.28603754502616,7.28603754502616,390.35081259704856,390.35081259704856,13130.684221913043,64.92812668788537
20787110.640209887,142334401468000,142334432239400,30771400,68,68,68,1,123191000.0,30628.52738619129,4687080.118061984,781180.0196769992,5899260.1377389915,44014659.91549357,7.461047468295416,7.461047468295416,397.811860065344,397.811860065344,13528.496081978386,64.27120494557754
20261450.13373712,142334556896500,142334667337400,110440900,69,69,69,1,123191000.0,30628.52738619129,4660827.094588106,776804.5157646862,5868631.6103528,44832613.262229145,7.639364035585457,7.639364035585457,405.45122410092944,405.45122410092944,13933.947306079315,63.607233270101595
19728178.094098676,142334729942300,142334820518000,90575700,70,70,70,1,123191000.0,30628.52738619129,4634574.071114227,772429.0118523731,5838003.082966609,45658739.62236044,7.820951611960906,7.820951611960906,413.2721757128903,413.2721757128903,14347.219481792206,62.936627170523465
19187905.51658351,142334913556900,142334944371200,30814300,71,71,71,1,123191000.0,30628.52738619129,4608321.047640349,768053.5079400601,5807374.555580418,46492477.515657425,8.005765268055926,8.005765268055926,421.27794098094625,421.27794098094625,14768.497422773153,62.259842427078745
18641292.472104028,142335066040800,142335080169300,14128500,72,72,72,1,123191000.0,30628.52738619129,4582068.02416647,763678.0040277471,5776746.028194226,47333215.94683113,8.193750550191176,8.193750550191176,429.4716915311374,429.4716915311374,15197.969114304291,61.57737501373384
18089047.2888939,142335202521500,142335228989200,26467700,73,73,73,1,123191000.0,30628.52738619129,4555815.000692592,759302.500115434,5746117.500808035,48180294.844969146,8.384843303011799,8.384843303011799,437.8565348341492,437.8565348341492,15635.82564913844,60.88976074147531
17531925.32236678,142335338251700,142335368840200,30588500,74,74,74,1,123191000.0,30628.52738619129,4529561.977218714,754926.996203121,5715488.973421844,49033005.88183781,8.578969552710364,8.578969552710364,446.4355043868596,446.4355043868596,16082.2611535253,60.19757459405491
16970727.282854557,142335494308200,142335524617500,30309300,75,75,75,1,123191000.0,30628.52738619129,4503308.953744835,750551.492290808,5684860.446035652,49890593.70202347,8.776045458919711,8.776045458919711,455.2115498457793,455.2115498457793,16537.47270337108,59.50142972942546
16406297.094536245,142335680907400,142335696492700,15585300,76,76,76,1,123191000.0,30628.52738619129,4450802.906797078,741800.484466182,5623603.39126327,50752257.59519422,8.975977343235087,8.975977343235087,464.1875271890144,464.1875271890144,17001.660230560094,58.80197612228635
15839519.263413029,142335849380600,142335880246500,30865900,77,77,77,1,123191000.0,30628.52738619129,4424549.8833232,737424.9805538689,5592974.8638770785,51617153.637171075,9.17866180203294,9.17866180203294,473.36618899104735,473.36618899104735,17475.02641955114,58.09989882607408
15271315.737713959,142335987915600,142336003375600,15460000,78,78,78,1,123191000.0,30628.52738619129,4398296.859849322,733049.4766415559,5562346.336490887,52484397.321952835,9.383985910777076,9.383985910777076,482.75017490182444,482.75017490182444,17957.776594452964,57.39591583642243
14702642.250636728,142336177296500,142336201616800,24320300,79,79,79,1,123191000.0,30628.52738619129,4372043.836375443,728673.9727292429,5531717.809104696,53353066.701310426,9.591827526325739,9.591827526325739,492.3420024281502,492.3420024281502,18450.118596881115,56.69077554260423
14134484.142816696,142336357912600,142336389625600,31713000,80,80,80,1,123191000.0,30628.52738619129,4345790.812901565,724298.4688169298,5501089.281718505,54222206.042046204,9.802055692862979,9.802055692862979,502.14405812101313,502.14405812101313,18952.262655002127,55.98525375875981
13567851.670319669,142336529756900,142336545354300,15597400,81,81,81,1,123191000.0,30628.52738619129,4319537.7894276865,719922.9649046168,5470460.754332313,55957928.32968033,10.229106987992672,10.229106987992672,522.3876962649725,522.3876962649725,19986.80894054408,54.57628533766239
13003774.813177736,142336669389600,142336717184800,47795200,82,82,82,1,123191000.0,30628.52738619129,4293284.765953808,715547.4609923038,5439832.226946122,56822471.04048081,10.44562932639937,10.44562932639937,532.8333255913719,532.8333255913719,20519.64226613545,53.87449485718859
11887472.049833013,142336875114400,142336891211700,16097300,84,84,84,1,123191000.0,30628.52738619129,4267031.74247993,711171.9570799908,5409203.699559931,57683414.0979158,10.66393822488302,10.66393822488302,543.497263816255,543.497263816255,21063.139529951706,53.175626386736205
11337351.579949632,142337031179200,142337061794900,30615700,85,85,85,1,123191000.0,30628.52738619129,4240778.719006051,706796.4531676777,5378575.172173739,58539705.5111426,10.883868615242186,10.883868615242186,554.3811324314971,554.3811324314971,21617.520662383202,52.480533877359065
10793984.265514258,142337166778700,142337225593700,58815000,86,86,86,1,123191000.0,30628.52738619129,4214525.695532173,702420.9492553647,5347946.644787548,59390291.83468452,11.105251375791138,11.105251375791138,565.4863838072882,565.4863838072882,22183.00704619049,51.79007246090662
10258405.689554583,142337325725000,142337336927200,11202200,87,87,87,1,123191000.0,30628.52738619129,4188272.6720582945,698045.4453430517,5317318.117401357,60234125.00277844,11.327914499916295,11.327914499916295,576.8142983072046,576.8142983072046,22759.821344497694,51.10509290225873
9731631.65817884,142337483029900,142337557432600,74402700,88,88,88,1,123191000.0,30628.52738619129,4162019.648584416,693669.9414307387,5286689.5900151655,61070169.432396635,11.551684356073844,11.551684356073844,588.3659826632784,588.3659826632784,23348.187327160973,50.426435833464595
9214650.801913999,142337635303500,142337704922000,69618500,89,89,89,1,123191000.0,30628.52738619129,4135766.6251105377,689294.4375184256,5256061.062628974,61897409.31743091,11.776387028211406,11.776387028211406,600.1423696914898,600.1423696914898,23948.329696852463,49.75492583270619
8708417.16722174,142337813321700,142337842268000,28946300,90,90,90,1,123191000.0,30628.52738619129,4083260.578162781,680543.4296937996,5194804.007856592,62714856.02735431,12.001849723324476,12.001849723324476,612.1442194148142,612.1442194148142,24560.473916267278,49.0913654184524
8064682.149790911,142337946899500,142338050975500,104076000,91,91,91,1,123191000.0,30628.52738619129,4057007.5546889026,676167.9257814866,5164175.4804704,63521555.515705094,12.227902230697339,12.227902230697339,624.3721216455115,624.3721216455115,25184.84603791279,48.43652903563971
7530415.512651345,142338159043500,142338172230400,13186900,92,92,92,1,123191000.0,30628.52738619129,4030754.531215024,671792.4218691735,5133546.953084209,65300488.87759257,12.720345109215446,12.720345109215446,649.5757289193431,649.5757289193431,26471.27715064226,46.992484128229684
7022867.881483748,142338292433500,142338308287100,15853600,93,93,93,1,123191000.0,30628.52738619129,4004501.507741146,667416.9179568605,5102918.425698018,66108502.3624187,12.955038048325425,12.955038048325425,662.5307669676685,662.5307669676685,27133.80791760993,46.3365811119167
6085060.771774832,142338460336900,142338472044300,11707400,94,94,94,1,123191000.0,30628.52738619129,3978248.4842672674,663041.4140445475,5072289.898311826,66890514.089789145,13.187439091770333,13.187439091770333,675.7182060594388,675.7182060594388,27809.52612366937,45.70178496011142
5653361.924288826,142338605285100,142338620443700,15158600,96,96,96,1,123191000.0,30628.52738619129,3951995.460793389,658665.9101322345,5041661.370925635,67647241.17944469,13.41764870793471,13.41764870793471,689.1358547673735,689.1358547673735,28498.661978436743,45.08751355257715
5245494.360091949,142338756889600,142338767904800,11015200,97,97,97,1,123191000.0,30628.52738619129,3925742.4373195106,654290.4062199214,5011032.843539444,68379405.88058923,13.64577084517586,13.64577084517586,702.7816256125494,702.7816256125494,29201.44360404929,44.493180605247765
4860715.740181731,142338908471000,142338968083700,59612700,98,98,98,1,123191000.0,30628.52738619129,3899489.413845632,649914.9023076084,4980404.3161532525,69087739.29844463,13.87191378707309,13.87191378707309,716.6535393996226,716.6535393996226,29918.097143448915,43.91819264520571
4498271.290092805,142339060853700,142339107656900,46803200,99,99,99,1,123191000.0,30628.52738619129,3873236.390371754,645539.3983952954,4949775.788767061,69772983.7720134,14.096190766934342,14.096190766934342,730.7497301665569,730.7497301665569,30648.846873615472,43.36194708053884
4157393.6107174237,142339248965400,142339280095000,31129600,100,100,100,1,123191000.0,30628.52738619129,3846983.3668978754,641163.8944829823,4919147.26138087,70435894.07576086,14.318720366177565,14.318720366177565,745.0684505327345,745.0684505327345,31393.915324148205,42.82383122487774
3837303.3467246904,142339372272400,142339450782300,78509900,101,101,101,1,123191000.0,30628.52738619129,3820730.343423997,636788.3905706693,4888518.733994679,71077237.60879476,14.539626720569736,14.539626720569736,759.6080772533041,759.6080772533041,32153.523401401508,42.30322214382969
3537210.5663094013,142339533479300,142339575433300,41954000,102,102,102,1,123191000.0,30628.52738619129,3794477.3199501187,632412.8866583563,4857890.206608487,71697793.72644605,14.759039557730457,14.759039557730457,774.3671168110346,774.3671168110346,32927.890518212545,41.79948719756634
3256316.714882401,142339704550700,142339724536800,19986100,103,103,103,1,123191000.0,30628.52738619129,3768224.2964762403,628037.3827460433,4827261.679222296,72298352.36051987,14.977094088706544,14.977094088706544,789.3442108997411,789.3442108997411,33717.234729112286,41.31198516083166
2993817.0146052875,142339860891700,142339875173400,14281700,104,104,104,1,123191000.0,30628.52738619129,3741971.273002362,623661.8788337302,4796633.151836105,72879712.0656054,15.19393077573751,15.19393077573751,804.5381416754786,804.5381416754786,34521.77287078776,40.84006780884529
2748903.1914396933,142340042534200,142340054719100,12184900,105,105,105,1,123191000.0,30628.52738619129,3689465.226054605,614910.8710091042,4735376.097063722,73442677.61954106,15.40969499751959,15.40969499751959,819.9478366729983,819.9478366729983,35341.72070746076,40.38308186511915
2520766.4216122716,142340199849900,142340232136500,32286600,106,106,106,1,123191000.0,30628.52738619129,3663212.2025807267,610535.3670967912,4704747.569677531,73988057.2963652,15.624536632315897,15.624536632315897,835.5723733053142,835.5723733053142,36177.293080766074,39.94037121513325
2308600.400016216,142340327972400,142340375289200,47316800,107,107,107,1,123191000.0,30628.52738619129,3636959.1791068483,606159.8631844781,4674119.0422913395,74516659.91985114,15.838609578145466,15.838609578145466,851.4109828834596,851.4109828834596,37028.70406364954,39.5112792981215
2111604.4439595225,142340479588200,142340503650500,24062300,108,108,108,1,123191000.0,30628.52738619129,3610706.15563297,601784.3592721651,4643490.514905148,75029291.79510574,16.052071228020115,16.052071228020115,867.4630541114798,867.4630541114798,37896.16711776102,39.09515159783933
1928986.5566809464,142340628876900,142340660897700,32020800,109,109,109,1,123191000.0,30628.52738619129,3584453.1321590915,597408.8553598521,4612861.987518957,76009837.34575808,16.47780435474078,16.47780435474078,900.2059403830216,900.2059403830216,39680.10119417232,38.29919608919639
1759966.3860222008,142340765560600,142340781269500,15708900,110,110,110,1,123191000.0,30628.52738619129,3558200.108685213,593033.351447539,4582233.460132766,76479323.37007537,16.69040306118743,16.69040306118743,916.896343444209,916.896343444209,40596.99753761653,37.91809193035581
1603778.024402087,142340922554700,142340954477700,31923000,111,111,111,1,123191000.0,30628.52738619129,3531947.0852113348,588657.847535226,4551604.932746574,76935977.58535403,16.903043810291454,16.903043810291454,933.7993872545005,933.7993872545005,41530.79692487103,37.54740396185271
1459672.6066226522,142341059662400,142341092515400,32853000,112,112,112,1,123191000.0,30628.52738619129,3505694.0617374564,584282.343622913,4520976.405360383,77380548.85679199,17.11589309889878,17.11589309889878,950.9152803533993,950.9152803533993,42481.71220522443,37.18652429415136
